train_loss,valid_loss,train_acc,valid_acc
0.21648007370081335,0.1552985333135791,0.914307323837136,0.9421195926187355
0.11093603462162435,0.16182020674832823,0.9597630152527417,0.9373802561258445
0.05918472779585111,0.21362274655949742,0.9809907979326863,0.9355651910860139
0.036150817015927164,0.24301695511497112,0.988251607210387,0.9385902994857316
0.02763201416696198,0.2627065037975391,0.9913021555527544,0.9403045275789049
